,Title,Story,Clusters,Actual Clusters,Right(0)/Wrong(1)
1066,infam second son vs titanfal launch event unveil surpris infam,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1067,origin may ban earli titanfal player,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1068,titanfal day one patch big,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1069,chanc play titanfal seahawk star richard sherman,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1070,titanfal pc avail preload,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1071,titanfal good news come regard australian server,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1072,best place buy titanfal march,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1073,titanfal live action content teas,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1074,australian titanfal server like respawn ceo teas good news soon,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1075,live action titanfal collabor incom,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1076,titanfal promot site teas live action content,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1077,buy titanfal month live membership best buy save,dw0Jnfj8vEPaLZM8TQMSCbVaYeyrM,21,21,1
1078,orion death star destroy planet even form,ddMsNh_ZO_dFyUMVRJr3gBnMqYMjM,3,3,1
1079,real life death star deadlier darth vader astronom find,ddMsNh_ZO_dFyUMVRJr3gBnMqYMjM,3,3,1
1080,studi involv cu show deadli relationship huge type star,ddMsNh_ZO_dFyUMVRJr3gBnMqYMjM,3,3,1
1081,death star orion blast planet even form,ddMsNh_ZO_dFyUMVRJr3gBnMqYMjM,3,3,1
1082,death star destroy protoplanet orion nebula,ddMsNh_ZO_dFyUMVRJr3gBnMqYMjM,3,3,1
1083,orion death star kill planet form,ddMsNh_ZO_dFyUMVRJr3gBnMqYMjM,3,3,1
1084,death star orion master life allow new cycl planet format,ddMsNh_ZO_dFyUMVRJr3gBnMqYMjM,3,3,1
1085,death star orion wreak havoc planet even develop,ddMsNh_ZO_dFyUMVRJr3gBnMqYMjM,3,3,1
1086,type death star orion blast proplyd dust,ddMsNh_ZO_dFyUMVRJr3gBnMqYMjM,3,3,1
1087,death star wreck havoc orion nebula,ddMsNh_ZO_dFyUMVRJr3gBnMqYMjM,3,3,1
1088,genghi khan benefit climat chang,dYRPyd6HqIPIS_MW7vO0rcnAOciKM,19,19,1
1089,warm wet climat aid mongol empir expans year ago studi,dYRPyd6HqIPIS_MW7vO0rcnAOciKM,19,19,1
1090,clue genghi khan rise written ring ancient tree,dYRPyd6HqIPIS_MW7vO0rcnAOciKM,19,19,1
1091,genghi khan rode climat chang take asia,dYRPyd6HqIPIS_MW7vO0rcnAOciKM,19,19,1
1092,genghi khan secret weapon rain,dYRPyd6HqIPIS_MW7vO0rcnAOciKM,19,19,1
1093,genghi khan rose power thank period wet warm weather,dYRPyd6HqIPIS_MW7vO0rcnAOciKM,19,19,1
1094,genghi khan conquest aid stretch nice weather tree ring read,dYRPyd6HqIPIS_MW7vO0rcnAOciKM,19,19,1
1095,good weather lead greatest land empir time,dYRPyd6HqIPIS_MW7vO0rcnAOciKM,9,19,0
1096,climat alter mongolian past present,dYRPyd6HqIPIS_MW7vO0rcnAOciKM,19,19,1
1097,climat genghi khan ancient time extend long shadow asia today,dYRPyd6HqIPIS_MW7vO0rcnAOciKM,19,19,1
1098,eleph judg human threat ethnic profil,dscOtqgWdviOnVMXq31YgCRenTRqM,1,1,1
1099,eleph tell human friend foe voic,dscOtqgWdviOnVMXq31YgCRenTRqM,1,1,1
1100,eleph prove discern listen us human,dscOtqgWdviOnVMXq31YgCRenTRqM,1,1,1
1101,eleph attun human voic,dscOtqgWdviOnVMXq31YgCRenTRqM,1,1,1
1102,eleph gaug threat human voic studi,dscOtqgWdviOnVMXq31YgCRenTRqM,1,1,1
1103,horton realli hear studi find eleph discern among,dscOtqgWdviOnVMXq31YgCRenTRqM,1,1,1
1104,eleph recognis human voic,dscOtqgWdviOnVMXq31YgCRenTRqM,1,1,1
1105,eleph kenya prove discern listen human voic,dscOtqgWdviOnVMXq31YgCRenTRqM,1,1,1
1106,eleph never forget human languag,dscOtqgWdviOnVMXq31YgCRenTRqM,1,1,1
1107,eleph gaug threat human voic studi find,dscOtqgWdviOnVMXq31YgCRenTRqM,1,1,1
1108,eleph distinguish sound individu human voic,dscOtqgWdviOnVMXq31YgCRenTRqM,1,1,1
1109,eleph never forget voic,dscOtqgWdviOnVMXq31YgCRenTRqM,1,1,1
1110,studi wild eleph discern human languag voic,dscOtqgWdviOnVMXq31YgCRenTRqM,1,1,1
1111,eleph distinguish human voic sex age ethnic studi say,dscOtqgWdviOnVMXq31YgCRenTRqM,1,1,1
1112,eleph tell differ human languag sens danger,dscOtqgWdviOnVMXq31YgCRenTRqM,1,1,1
1113,eleph judg threat human languag studi,dscOtqgWdviOnVMXq31YgCRenTRqM,1,1,1
1114,eleph distinguish voic human languag,dscOtqgWdviOnVMXq31YgCRenTRqM,1,1,1
1115,eleph recognis human languag,dscOtqgWdviOnVMXq31YgCRenTRqM,1,1,1
1116,studi eleph distinguish human languag voic,dscOtqgWdviOnVMXq31YgCRenTRqM,1,1,1
1117,eleph deciph human voic better,dscOtqgWdviOnVMXq31YgCRenTRqM,1,1,1
1118,eleph differ languag,dscOtqgWdviOnVMXq31YgCRenTRqM,1,1,1
1119,eleph differenti languag,dscOtqgWdviOnVMXq31YgCRenTRqM,1,1,1
1120,eleph realli intellig creatur guess age even ethnic,dscOtqgWdviOnVMXq31YgCRenTRqM,1,1,1
1121,eleph react human voic,dscOtqgWdviOnVMXq31YgCRenTRqM,1,1,1
1122,eleph distinguish human voic,dscOtqgWdviOnVMXq31YgCRenTRqM,1,1,1
1123,dr seuss right eleph prove discern listen us human,dscOtqgWdviOnVMXq31YgCRenTRqM,1,1,1
1124,eleph tell human voic apart,dscOtqgWdviOnVMXq31YgCRenTRqM,1,1,1
1125,smart eleph,dscOtqgWdviOnVMXq31YgCRenTRqM,1,1,1
1126,eleph learn understand human,dscOtqgWdviOnVMXq31YgCRenTRqM,1,1,1
1127,eleph quickli distinguish voic ethnic group,dscOtqgWdviOnVMXq31YgCRenTRqM,1,1,1
1128,phenomena,dscOtqgWdviOnVMXq31YgCRenTRqM,22,1,0
1129,news,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,13,22,0
1130,mt gox file bankruptci us face hack,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1131,mt gox file us bankruptci oppon call ruse,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1132,follow japan file mt gox file bankruptci protect us,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1133,mt gox rumor pocket bitcoin report stolen,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1134,japanes bitcoin exchang file us bankruptci case,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1135,mt gox file u bankruptci protect,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1136,bitcoin exchang mt gox move protect us asset,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1137,fallout collaps japanes bitcoin exchang prompt bankruptci file,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1138,bitcoin exchang mt gox file us bankruptci amid fraud alleg,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1139,mt gox file us bankruptci case,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1140,bitcoin exchang file us bankruptci,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1141,bitcoin exchang file bankruptci,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1142,japanes bitcoin exchang mt gox file us bankruptci case,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1143,mtgox file us bankruptci protect put lawsuit hold,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1144,bitcoin trader hit mt gox crash,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1145,mt gox bitcoin exchang seek bankruptci dalla,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1146,japanes bitcoin exchang file us bankruptci case dalla,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1147,bitcoin exchang file bankruptci us court,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1148,legal fallout collaps japan mt gox bitcoin exchang prompt us,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1149,updat mt gox file us bankruptci oppon call ruse,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1150,bitcoin exchang mt gox file u bankruptci death spiral continu,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1151,mt gox bankrupt accus hack oh,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1152,japanes bitcoin exchang file us bankruptci case updat,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1153,bitcoin exchang mt gox file bankruptci protect us,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1154,million bitcoin heist may insid job,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,21,22,0
1155,mt gox get us bankruptci protect halt lawsuit,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1156,bitcoin exchang mt gox file bankruptci us nd updat,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1157,use hand govern bitcoin theft justifi,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1158,mt gox file us bankruptci hacker publish compani record,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1159,mt gox ceo lie massiv bitcoin theft accord alleg hacker,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1160,time career chang bitcoin belov robber baron,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1161,mt gox japanes bitcoin exchang file us bankruptci halt class action,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1162,mt gox file us bankruptci protect bitcoin news roundup,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1163,mt gox file us bankruptci halt class,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1164,mt gox file bankruptci within us,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1165,hacker break mt gox server claim compani still custom,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1166,grain lower livestock mostli higher,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,13,22,0
1167,rate unchang weekli us treasuri auction,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,13,22,0
1168,mt gox file bankruptci us stop lawsuit,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1169,bitcoin exchang file bankruptci protect dalla,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1170,mt gox ceo hack day u bankruptci file,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1171,mt gox bitcoin exchang file bankruptci us,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1172,mt gox file us bankruptci halt class action suit,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1173,hacker continu attack bitcoin exchang mt gox seek bankruptci,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1174,bitcoin exchang mt gox file bankruptci us updat,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1175,hacker attack blog mt gox bitcoin exchang ceo look proof fraud,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1176,go bitcoin,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,13,22,0
1177,mtgox bitcoin databas leak onlin hacker crowdsourc clue,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1178,bitcoin exchang currenc valu news mt gox hack leak excel,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1179,saga continu mtgox file bankruptci us,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1180,bitcoin news mt gox ceo accus hoard stolen coin,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1181,mt gox hack claim show real custom balanc,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1182,fail bitcoin exchang mt gox file bankruptci protect u halt,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1183,march,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,13,22,0
1184,mt gox file bankruptci u ceo account hack,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1185,queen bankruptci attorney bruce feinstein esq speak issu,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1186,bitcoin exchang mt gox get hack accus underst loss,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1187,bitcoin exchang mtgox hack time per second,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
1188,report mt gox face attack per second,dUtPmDoOKHwco0M4wh2hZy-Sx5CrM,17,22,0
